VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"49044","148","ACENAPHTHYLENE","ACÉNAPHTYLÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49045","204","BENZO(A)PYRENE","BENZO(A)PYRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49046","212","DIBENZO(A,H)ANTHRACENE OR DIBENZ(A,H)ANTHRACENE","DIBENZO(A,H)ANTHRACÈNE OU DIBENZ(A,H)ANTHRACÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49047","219","BENZO(A)ANTHRACENE","BENZO(A)ANTHRACÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49048","292","ACENAPHTHENE","ACENAPHTÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49052","1079","2,3,5-TRIMETHYLNAPHTHALENE","2,3,5-TRIMÉTHYLNAPHTALÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49053","2625","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49054","3069","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49055","3070","7,12-DIMETHYLBENZ(A)ANTHRACENE","7,12-DIMÉTHYLBENZ(A)ANTHRACÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49056","3072","DIBENZO(A,H)PYRENE","DIBENZO(A,H)PYRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49057","3073","DIBENZO(A,I)PYRENE","DIBENZO(A,I)PYRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49058","3074","DIBENZO(A,L)PYRENE","DIBENZO(A,L)PYRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49059","3076","BENZO(C)PHENANTHRENE","BENZO(C)PHÉNANTHRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49060","4077","7H-DIBENZO(C,G)CARBAZOLE","7H-DIBENZO(C,G)CARBAZOLE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49061","4434","BENZO(C)ACRIDINE","BENZO(C)ACRIDINE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49062","4435","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49063","4436","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49064","4437","4-METHYLCHRYSENE","4-MÉTHYLCHRYSÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49065","4438","5-METHYLCHRYSENE","5-MÉTHYLCHRYSÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49066","4439","6-METHYLCHRYSENE","6-MÉTHYLCHRYSÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49067","4440","1-NITROPYRENE","1-NITROPYRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49069","4442","DIBENZO(A,H)ACRIDINE","DIBENZO(A,H)ACRIDINE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49070","4443","DIBENZO(A,E)FLUORANTHENE","DIBENZO(A,E)FLUORANTHÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49071","4444","DIBENZO(A,E)PYRENE","DIBENZO(A,E)PYRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49072","1463","ANTHANTHRENE","ANTHANTHRÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49073","1466","DIBENZ(A,C)ANTHRACENE","DIBENZ(A,C)ANTHRACÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49074","1475","DIBENZ(A,J)ANTHRACENE","DIBENZ(A,J)ANTHRACÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49075","155","BENZO(A)PHENANTHRENE OR CHRYSENE","BENZO(A)PHÉNANTHRÈNE OU CHRYSÈNE","AROMATIC","AROMATIQUES","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3226","DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS BY GAS CHROMATOGRAPHY COUPLED WITH A MASS SPECTROMETER.  CEAEQ METHOD NO. MA. 400 - HAP 1.1.","DÉTERMINATION DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES : DOSAGE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE COUPLÉE À UN SPECTROMÈTRE DE MASSE.  CEAEQ MÉTHODE NO. MA. 400 - HAP 1.1."
"49076","3728","DECABROMODIPHENYL ETHER (PBDE 209)","DÉCABROMODIPHÉNYLÉTHER (PBDE 209)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49078","4217","BDE-183 (PBDE 183) OR BR7-DPE-183","BDE-183","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49080","1403","HEPTABROMODIPHENYL ETHER (IUPAC 184)","HEPTABROMODIPHÉNYLES ÉTHER (IUPAC 184)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49084","1404","HEPTABROMODIPHENYL ETHER (IUPAC 191)","HEPTABROMODIPHÉNYLES ÉTHER (IUPAC 191)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49085","4215","BDE-153 (PBDE 153) OR BR6-DPE-153","BDE-153","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49086","4214","2,2',3,4,4',5'-HEXABROMODIPHENYL ETHER (PBDE 138)","2,2',3,4,4',5'-HEXABROMODIPHÉNYLÉTHER (PBDE 138)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49087","4216","BDE-154 (PBDE 154) OR BR6-DPE-154","BDE-154","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49088","1405","HEXABROMODIPHENYL ETHER (IUPAC 156)","HEXABROMODIPHÉNYLES ÉTHER (IUPAC 156)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49089","4274","2,2',3,3',4,4',5,5',6-NONABROMODIPHENYL ETHER (PBDE 206) OR BR9-DPE-206","2,2',3,3',4,4',5,5',6-NONABROMODIPHÉNYLÉTHER (PBDE 206)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49092","4275","2,2',3,3',4,4',5,6,6'-NONABROMODIPHENYL ETHER (PBDE 207) OR BR9-DPE-207","2,2',3,3',4,4',5,6,6'-NONABROMODIPHÉNYLÉTHER (PBDE 207)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49095","1406","OCTABROMODIPHENYL ETHER (IUPAC 196)","OCTABROMODIPHÉNYLES ÉTHER (IUPAC 196)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49097","4292","2,2',3,3',4,4',6,6'-OCTABROMODIPHENYL ETHER (PBDE 197)","2,2',3,3',4,4',6,6'-OCTABROMODIPHÉNYLÉTHER (PBDE 197)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49098","4213","BDE-100 (PBDE 100) OR BR5-DPE-100","BDE-100","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
"49100","3726","2,3’,4,4’,6-PENTABROMODIPHENYL ETHER (PBDE 119)","2,3’,4,4’,6-PENTABROMODIPHÉNYLÉTHER (PBDE 119)","PBDE","PBDE","PG/L","PICOGRAM PER LITER","PICOGRAMME PAR LITRE","3228","ANALYSIS OF POLYBROMINATED DIPHENYL ETHERS (PBDE) IN WATER, BIOLOGICAL TISSUES, SEDIMENT AND SOILS.  CEAEQ METHOD NOT AVAILABLE.","ANALYSE DES POLYBROMODIPHÉNYLES ÉTHERS (PBDE) DANS L'EAU, LES TISSUS BIOLOGIQUES, LES SÉDIMENTS ET LES SOLS. MÉTHODE CEAEQ NON DISPONIBLE."
